0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.15043,0.18952,0.18952,0.18952,0.18952,0.18952,0.18952,0.18952,0.18952,0.18952,0.18952,0.18952,0.18952,0.18952,0.18952,0.18952,0.18952,0.18952,0.28697,0.28697,0.28697,0.28697,0.28697,0.28697,0.28697,0.28697,0.28697,0.28697,0.28697,0.28697,0.28697,0.28697,0.28697,0.28697,0.28697,0.22963,0.22963,0.22963,0.22963,0.22963,0.22963,0.22963,0.22963,0.22963,0.22963,0.22963,0.22963,0.22963,0.22963,0.22963,0.22963,0.22963,0.15754,0.15754,0.15754,0.15754,0.15754,0.15754,0.15754,0.15754,0.15754,0.15754,0.15754,0.15754,0.15754,0.15754,0.15754,0.15754,0.15754,0.13431,0.13431,0.13431,0.13431,0.13431,0.13431,0.13431,0.13431,0.13431,0.13431,0.13431,0.13431,0.13431,0.13431,0.13431,0.13431,0.13431,0.13959,0.13959,0.13959,0.13959,0.13959,0.13959,0.13959,0.13959,0.13959,0.13959,0.13959,0.13959,0.13959,0.13959,0.13959,0.13959,0.13959,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10434,0.10775,0.10775,0.10775,0.10775,0.10775,0.10775,0.10775,0.10775,0.10775,0.10775,0.10775,0.10775,0.10775,0.10775,0.10775,0.10775,0.10775,0.12552,0.12552,0.12552,0.12552,0.12552,0.12552,0.12552,0.12552,0.12552,0.12552,0.12552,0.12552,0.12552,0.12552,0.12552,0.12552,0.12552,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268
0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.22955,0.21041,0.21041,0.21041,0.21041,0.21041,0.21041,0.21041,0.21041,0.21041,0.21041,0.21041,0.21041,0.21041,0.21041,0.21041,0.21041,0.21041,0.23525,0.23525,0.23525,0.23525,0.23525,0.23525,0.23525,0.23525,0.23525,0.23525,0.23525,0.23525,0.23525,0.23525,0.23525,0.23525,0.23525,0.23273,0.23273,0.23273,0.23273,0.23273,0.23273,0.23273,0.23273,0.23273,0.23273,0.23273,0.23273,0.23273,0.23273,0.23273,0.23273,0.23273,0.17573,0.17573,0.17573,0.17573,0.17573,0.17573,0.17573,0.17573,0.17573,0.17573,0.17573,0.17573,0.17573,0.17573,0.17573,0.17573,0.17573,0.11817,0.11817,0.11817,0.11817,0.11817,0.11817,0.11817,0.11817,0.11817,0.11817,0.11817,0.11817,0.11817,0.11817,0.11817,0.11817,0.11817,0.096672,0.096672,0.096672,0.096672,0.096672,0.096672,0.096672,0.096672,0.096672,0.096672,0.096672,0.096672,0.096672,0.096672,0.096672,0.096672,0.096672,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.091726,0.099279,0.099279,0.099279,0.099279,0.099279,0.099279,0.099279,0.099279,0.099279,0.099279,0.099279,0.099279,0.099279,0.099279,0.099279,0.099279,0.099279,0.09915,0.09915,0.09915,0.09915,0.09915,0.09915,0.09915,0.09915,0.09915,0.09915,0.09915,0.09915,0.09915,0.09915,0.09915,0.09915,0.09915,0.10317,0.10317,0.10317,0.10317,0.10317,0.10317,0.10317,0.10317,0.10317,0.10317,0.10317,0.10317,0.10317,0.10317,0.10317,0.10317,0.10317,0.11016,0.11016,0.11016,0.11016,0.11016,0.11016,0.11016,0.11016,0.11016,0.11016,0.11016
0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.16232,0.22484,0.22484,0.22484,0.22484,0.22484,0.22484,0.22484,0.22484,0.22484,0.22484,0.22484,0.22484,0.22484,0.22484,0.22484,0.22484,0.22484,0.19883,0.19883,0.19883,0.19883,0.19883,0.19883,0.19883,0.19883,0.19883,0.19883,0.19883,0.19883,0.19883,0.19883,0.19883,0.19883,0.19883,0.19562,0.19562,0.19562,0.19562,0.19562,0.19562,0.19562,0.19562,0.19562,0.19562,0.19562,0.19562,0.19562,0.19562,0.19562,0.19562,0.19562,0.16569,0.16569,0.16569,0.16569,0.16569,0.16569,0.16569,0.16569,0.16569,0.16569,0.16569,0.16569,0.16569,0.16569,0.16569,0.16569,0.16569,0.15706,0.15706,0.15706,0.15706,0.15706,0.15706,0.15706,0.15706,0.15706,0.15706,0.15706,0.15706,0.15706,0.15706,0.15706,0.15706,0.15706,0.12877,0.12877,0.12877,0.12877,0.12877,0.12877,0.12877,0.12877,0.12877,0.12877,0.12877,0.12877,0.12877,0.12877,0.12877,0.12877,0.12877,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12587,0.12575,0.12575,0.12575,0.12575,0.12575,0.12575,0.12575,0.12575,0.12575,0.12575,0.12575,0.12575,0.12575,0.12575,0.12575,0.12575,0.12575,0.12569,0.12569,0.12569,0.12569,0.12569,0.12569,0.12569,0.12569,0.12569,0.12569,0.12569,0.12569,0.12569,0.12569,0.12569,0.12569,0.12569,0.11368,0.11368,0.11368,0.11368,0.11368,0.11368,0.11368,0.11368,0.11368,0.11368,0.11368,0.11368,0.11368,0.11368,0.11368,0.11368,0.11368,0.11002,0.11002,0.11002,0.11002,0.11002,0.11002,0.11002,0.11002,0.11002,0.11002,0.11002
0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.23916,0.24221,0.24221,0.24221,0.24221,0.24221,0.24221,0.24221,0.24221,0.24221,0.24221,0.24221,0.24221,0.24221,0.24221,0.24221,0.24221,0.24221,0.24735,0.24735,0.24735,0.24735,0.24735,0.24735,0.24735,0.24735,0.24735,0.24735,0.24735,0.24735,0.24735,0.24735,0.24735,0.24735,0.24735,0.15756,0.15756,0.15756,0.15756,0.15756,0.15756,0.15756,0.15756,0.15756,0.15756,0.15756,0.15756,0.15756,0.15756,0.15756,0.15756,0.15756,0.16295,0.16295,0.16295,0.16295,0.16295,0.16295,0.16295,0.16295,0.16295,0.16295,0.16295,0.16295,0.16295,0.16295,0.16295,0.16295,0.16295,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.098273,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.10765,0.11384,0.11384,0.11384,0.11384,0.11384,0.11384,0.11384,0.11384,0.11384,0.11384,0.11384,0.11384,0.11384,0.11384,0.11384,0.11384,0.11384,0.12558,0.12558,0.12558,0.12558,0.12558,0.12558,0.12558,0.12558,0.12558,0.12558,0.12558,0.12558,0.12558,0.12558,0.12558,0.12558,0.12558,0.13545,0.13545,0.13545,0.13545,0.13545,0.13545,0.13545,0.13545,0.13545,0.13545,0.13545,0.13545,0.13545,0.13545,0.13545,0.13545,0.13545,0.12626,0.12626,0.12626,0.12626,0.12626,0.12626,0.12626,0.12626,0.12626,0.12626,0.12626
0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.17633,0.21979,0.21979,0.21979,0.21979,0.21979,0.21979,0.21979,0.21979,0.21979,0.21979,0.21979,0.21979,0.21979,0.21979,0.21979,0.21979,0.21979,0.22729,0.22729,0.22729,0.22729,0.22729,0.22729,0.22729,0.22729,0.22729,0.22729,0.22729,0.22729,0.22729,0.22729,0.22729,0.22729,0.22729,0.1347,0.1347,0.1347,0.1347,0.1347,0.1347,0.1347,0.1347,0.1347,0.1347,0.1347,0.1347,0.1347,0.1347,0.1347,0.1347,0.1347,0.13806,0.13806,0.13806,0.13806,0.13806,0.13806,0.13806,0.13806,0.13806,0.13806,0.13806,0.13806,0.13806,0.13806,0.13806,0.13806,0.13806,0.14234,0.14234,0.14234,0.14234,0.14234,0.14234,0.14234,0.14234,0.14234,0.14234,0.14234,0.14234,0.14234,0.14234,0.14234,0.14234,0.14234,0.15536,0.15536,0.15536,0.15536,0.15536,0.15536,0.15536,0.15536,0.15536,0.15536,0.15536,0.15536,0.15536,0.15536,0.15536,0.15536,0.15536,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.12974,0.12974,0.12974,0.12974,0.12974,0.12974,0.12974,0.12974,0.12974,0.12974,0.12974,0.12974,0.12974,0.12974,0.12974,0.12974,0.12974,0.11722,0.11722,0.11722,0.11722,0.11722,0.11722,0.11722,0.11722,0.11722,0.11722,0.11722,0.11722,0.11722,0.11722,0.11722,0.11722,0.11722,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11032,0.11032,0.11032,0.11032,0.11032,0.11032,0.11032,0.11032,0.11032,0.11032,0.11032
0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.18847,0.2482,0.2482,0.2482,0.2482,0.2482,0.2482,0.2482,0.2482,0.2482,0.2482,0.2482,0.2482,0.2482,0.2482,0.2482,0.2482,0.2482,0.23421,0.23421,0.23421,0.23421,0.23421,0.23421,0.23421,0.23421,0.23421,0.23421,0.23421,0.23421,0.23421,0.23421,0.23421,0.23421,0.23421,0.16423,0.16423,0.16423,0.16423,0.16423,0.16423,0.16423,0.16423,0.16423,0.16423,0.16423,0.16423,0.16423,0.16423,0.16423,0.16423,0.16423,0.17365,0.17365,0.17365,0.17365,0.17365,0.17365,0.17365,0.17365,0.17365,0.17365,0.17365,0.17365,0.17365,0.17365,0.17365,0.17365,0.17365,0.14753,0.14753,0.14753,0.14753,0.14753,0.14753,0.14753,0.14753,0.14753,0.14753,0.14753,0.14753,0.14753,0.14753,0.14753,0.14753,0.14753,0.11715,0.11715,0.11715,0.11715,0.11715,0.11715,0.11715,0.11715,0.11715,0.11715,0.11715,0.11715,0.11715,0.11715,0.11715,0.11715,0.11715,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.10697,0.1252,0.1252,0.1252,0.1252,0.1252,0.1252,0.1252,0.1252,0.1252,0.1252,0.1252,0.1252,0.1252,0.1252,0.1252,0.1252,0.1252,0.1606,0.1606,0.1606,0.1606,0.1606,0.1606,0.1606,0.1606,0.1606,0.1606,0.1606,0.1606,0.1606,0.1606,0.1606,0.1606,0.1606,0.13298,0.13298,0.13298,0.13298,0.13298,0.13298,0.13298,0.13298,0.13298,0.13298,0.13298,0.13298,0.13298,0.13298,0.13298,0.13298,0.13298,0.11659,0.11659,0.11659,0.11659,0.11659,0.11659,0.11659,0.11659,0.11659,0.11659,0.11659
0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.12164,0.14315,0.14315,0.14315,0.14315,0.14315,0.14315,0.14315,0.14315,0.14315,0.14315,0.14315,0.14315,0.14315,0.14315,0.14315,0.14315,0.14315,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.18032,0.11095,0.11095,0.11095,0.11095,0.11095,0.11095,0.11095,0.11095,0.11095,0.11095,0.11095,0.11095,0.11095,0.11095,0.11095,0.11095,0.11095,0.11562,0.11562,0.11562,0.11562,0.11562,0.11562,0.11562,0.11562,0.11562,0.11562,0.11562,0.11562,0.11562,0.11562,0.11562,0.11562,0.11562,0.10366,0.10366,0.10366,0.10366,0.10366,0.10366,0.10366,0.10366,0.10366,0.10366,0.10366,0.10366,0.10366,0.10366,0.10366,0.10366,0.10366,0.13503,0.13503,0.13503,0.13503,0.13503,0.13503,0.13503,0.13503,0.13503,0.13503,0.13503,0.13503,0.13503,0.13503,0.13503,0.13503,0.13503,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.14526,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.14238,0.14238,0.14238,0.14238,0.14238,0.14238,0.14238,0.14238,0.14238,0.14238,0.14238,0.14238,0.14238,0.14238,0.14238,0.14238,0.14238,0.14589,0.14589,0.14589,0.14589,0.14589,0.14589,0.14589,0.14589,0.14589,0.14589,0.14589
0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.18677,0.14297,0.14297,0.14297,0.14297,0.14297,0.14297,0.14297,0.14297,0.14297,0.14297,0.14297,0.14297,0.14297,0.14297,0.14297,0.14297,0.14297,0.14199,0.14199,0.14199,0.14199,0.14199,0.14199,0.14199,0.14199,0.14199,0.14199,0.14199,0.14199,0.14199,0.14199,0.14199,0.14199,0.14199,0.13735,0.13735,0.13735,0.13735,0.13735,0.13735,0.13735,0.13735,0.13735,0.13735,0.13735,0.13735,0.13735,0.13735,0.13735,0.13735,0.13735,0.10615,0.10615,0.10615,0.10615,0.10615,0.10615,0.10615,0.10615,0.10615,0.10615,0.10615,0.10615,0.10615,0.10615,0.10615,0.10615,0.10615,0.13283,0.13283,0.13283,0.13283,0.13283,0.13283,0.13283,0.13283,0.13283,0.13283,0.13283,0.13283,0.13283,0.13283,0.13283,0.13283,0.13283,0.096399,0.096399,0.096399,0.096399,0.096399,0.096399,0.096399,0.096399,0.096399,0.096399,0.096399,0.096399,0.096399,0.096399,0.096399,0.096399,0.096399,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.088288,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.10268,0.13292,0.13292,0.13292,0.13292,0.13292,0.13292,0.13292,0.13292,0.13292,0.13292,0.13292,0.13292,0.13292,0.13292,0.13292,0.13292,0.13292,0.12375,0.12375,0.12375,0.12375,0.12375,0.12375,0.12375,0.12375,0.12375,0.12375,0.12375,0.12375,0.12375,0.12375,0.12375,0.12375,0.12375,0.12294,0.12294,0.12294,0.12294,0.12294,0.12294,0.12294,0.12294,0.12294,0.12294,0.12294
0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.12663,0.13327,0.13327,0.13327,0.13327,0.13327,0.13327,0.13327,0.13327,0.13327,0.13327,0.13327,0.13327,0.13327,0.13327,0.13327,0.13327,0.13327,0.097097,0.097097,0.097097,0.097097,0.097097,0.097097,0.097097,0.097097,0.097097,0.097097,0.097097,0.097097,0.097097,0.097097,0.097097,0.097097,0.097097,0.13105,0.13105,0.13105,0.13105,0.13105,0.13105,0.13105,0.13105,0.13105,0.13105,0.13105,0.13105,0.13105,0.13105,0.13105,0.13105,0.13105,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,0.1318,0.12829,0.12829,0.12829,0.12829,0.12829,0.12829,0.12829,0.12829,0.12829,0.12829,0.12829,0.12829,0.12829,0.12829,0.12829,0.12829,0.12829,0.11429,0.11429,0.11429,0.11429,0.11429,0.11429,0.11429,0.11429,0.11429,0.11429,0.11429,0.11429,0.11429,0.11429,0.11429,0.11429,0.11429,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.11894,0.12884,0.12884,0.12884,0.12884,0.12884,0.12884,0.12884,0.12884,0.12884,0.12884,0.12884,0.12884,0.12884,0.12884,0.12884,0.12884,0.12884,0.11926,0.11926,0.11926,0.11926,0.11926,0.11926,0.11926,0.11926,0.11926,0.11926,0.11926
0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.19273,0.14096,0.14096,0.14096,0.14096,0.14096,0.14096,0.14096,0.14096,0.14096,0.14096,0.14096,0.14096,0.14096,0.14096,0.14096,0.14096,0.14096,0.14352,0.14352,0.14352,0.14352,0.14352,0.14352,0.14352,0.14352,0.14352,0.14352,0.14352,0.14352,0.14352,0.14352,0.14352,0.14352,0.14352,0.12782,0.12782,0.12782,0.12782,0.12782,0.12782,0.12782,0.12782,0.12782,0.12782,0.12782,0.12782,0.12782,0.12782,0.12782,0.12782,0.12782,0.10985,0.10985,0.10985,0.10985,0.10985,0.10985,0.10985,0.10985,0.10985,0.10985,0.10985,0.10985,0.10985,0.10985,0.10985,0.10985,0.10985,0.12744,0.12744,0.12744,0.12744,0.12744,0.12744,0.12744,0.12744,0.12744,0.12744,0.12744,0.12744,0.12744,0.12744,0.12744,0.12744,0.12744,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0.11893,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.11206,0.12244,0.12244,0.12244,0.12244,0.12244,0.12244,0.12244,0.12244,0.12244,0.12244,0.12244,0.12244,0.12244,0.12244,0.12244,0.12244,0.12244,0.13128,0.13128,0.13128,0.13128,0.13128,0.13128,0.13128,0.13128,0.13128,0.13128,0.13128,0.13128,0.13128,0.13128,0.13128,0.13128,0.13128,0.12169,0.12169,0.12169,0.12169,0.12169,0.12169,0.12169,0.12169,0.12169,0.12169,0.12169,0.12169,0.12169,0.12169,0.12169,0.12169,0.12169,0.11975,0.11975,0.11975,0.11975,0.11975,0.11975,0.11975,0.11975,0.11975,0.11975,0.11975
